"","kepoi_name","kepler_name","koi_disposition","koi_period","koi_impact","koi_duration","koi_depth","koi_ror","koi_srho","koi_prad","koi_sma","koi_teq","koi_insol","koi_dor","koi_model_snr","koi_count","koi_steff","koi_slogg","koi_smet","koi_srad","koi_smass","Y_habitable"
"1446","K01955.02","Kepler-342 d","CONFIRMED",39.4571522,0.9635,9.619,234,0.018013,0.01345,2.32,0.2412,631,37.52,10.34,40.3,4,6475,4.375,-0.06,1.178,1.2,0
"25","K00070.04","Kepler-20 e","CONFIRMED",6.09853672,0.5636,2.881,74.8,0.008166,1.26256,0.82,0.0626,927,174.3,13.54,23.3,5,5465,4.449,0.02,0.925,0.876,0
"92","K00150.02","Kepler-112 c","CONFIRMED",28.5742649,0.2589,4.9729,848,0.026821,1.92312,2.8,0.1675,608,32.23,43.62,99.8,2,5763,4.361,-0.56,0.957,0.766,0
"2208","K04276.01","Kepler-1580 b","CONFIRMED",56.6449279,0.3679,15.079,95.6,0.009079,0.11569,1.19,0.2875,550,21.65,26.97,22.5,1,6102,4.273,-0.24,1.201,0.985,0
"625","K00707.03","Kepler-33 e","CONFIRMED",31.78476785,0.0639,8.8081,472,0.019804,0.4139,3.66,0.2029,752,75.59,28.065,59,5,5900,4.022,0,1.694,1.1,0
"2078","K03305.01","Kepler-1462 b","CONFIRMED",65.6488341,0.0242,7.431,1540,0.035295,1.49623,3.16,0.3094,390,5.48,69.86,24.4,1,5436,4.573,0,0.819,0.919,0
"1049","K01306.04","Kepler-286 e","CONFIRMED",29.2215101,0.2,3.833,388,0.018086,4.35378,1.79,0.1857,582,27.18,58.14,13.2,4,5970,4.521,-0.18,0.908,0.996,0
"1074","K01344.01","Kepler-826 b","CONFIRMED",4.48758907,0.0142,2.8308,121,0.010131,1.72518,0.89,0.0512,1043,279.55,12.25,26.2,1,5977,4.578,-0.56,0.801,0.887,0
"504","K00580.01","Kepler-609 b","CONFIRMED",6.521210666,0.5228,2.8091,795,0.026505,1.716,2.6,0.0682,932,178.27,15.68,67.9,1,5822,4.529,-0.06,0.898,0.994,0
"235","K00285.02","Kepler-92 c","CONFIRMED",26.72320599,0.2118,8.5096,195,0.012738,0.35563,2.37,0.186,784,89.14,23.77,71.7,3,5871,4.055,0.17,1.703,1.207,0
"2144","K03848.01","Kepler-1522 b","CONFIRMED",1.847889171,0.2183,1.8934,335,0.016749,2.27158,1.56,0.0289,1383,864.2,7.429,49.4,1,5770,4.552,-0.16,0.853,0.943,0
"87","K00148.01","Kepler-48 b","CONFIRMED",4.778004028,0.4512,2.7495,488,0.020317,1.49306,1.89,0.0547,922,170.81,12.17,114.7,3,5296,4.558,0.3,0.852,0.955,0
"1262","K01687.01","Kepler-928 b","CONFIRMED",3.932461302,0.4939,2.1982,525,0.021127,2.2407,1.8,0.0444,894,151.31,12.24,33.2,1,4841,4.533,0.1,0.779,0.756,0
"604","K00688.01","Kepler-645 b","CONFIRMED",3.275822621,0.1397,2.9721,288,0.015691,1.07958,2.18,0.0442,1527,1284.07,8.492,64.5,1,6449,4.259,-0.28,1.273,1.07,0
"27","K00072.01","Kepler-10 b","CONFIRMED",0.837491331,0.0489,1.8076,192,0.012581,1.28818,1.45,0.0168,1968,3545.07,3.628,205.7,2,5627,4.342,-0.15,1.056,0.895,0
"355","K00442.01","Kepler-157 c","CONFIRMED",13.54056874,0.8358,4.5473,489,0.022833,0.2506,2.33,0.1121,762,79.88,13.44,51.7,3,5988,4.507,-0.12,0.934,1.021,0
"76","K00127.01","Kepler-77 b","CONFIRMED",3.578780551,0.0043,2.90682,11700,0.097823,1.63517,10.43,0.0472,1144,405.36,10.3449,2095.1,1,5705,4.497,0.36,0.976,1.09,0
"1509","K02029.02","Kepler-352 b","CONFIRMED",10.05545337,0.1069,2.773,146,0.010833,4.04207,0.89,0.0856,685,51.99,27.85,23.2,4,5238,4.603,-0.16,0.752,0.836,0
"105","K00157.03","Kepler-11 e","CONFIRMED",31.99550624,0.1117,4.1363,1410,0.034028,4.14292,3.89,0.1921,582,27.17,60.749,126.6,6,5657,4.364,0,1.046,0.921,0
"1102","K01410.01","Kepler-838 b","CONFIRMED",15.74957994,0.6256,4.6942,709,0.025568,0.69062,2.85,0.1266,774,84.8,20.8,42.7,1,6178,4.457,-0.1,1.021,1.088,0
"1969","K02857.02","Kepler-1370 c","CONFIRMED",7.44142113,0.0517,4.731,88.4,0.00863,0.60786,1.2,0.0801,1108,355.96,12.12,13.9,2,6292,4.319,0.16,1.276,1.245,0
"706","K00783.01","Kepler-678 b","CONFIRMED",7.27503724,0.4649,7.5206,3150,0.051836,0.1231,4.91,0.0732,833,113.64,7.01,322.7,1,5485,4.556,0.21,0.867,0.986,0
"1043","K01304.01","Kepler-810 b","CONFIRMED",4.59725385,0.3034,2.823,326,0.016655,1.58179,1.74,0.055,1105,352.4,12.09,16.2,1,5999,4.494,-0.06,0.959,1.045,0
"956","K01113.02","Kepler-268 c","CONFIRMED",83.4463335,0.0056,6.521,494,0.020437,2.69729,2.52,0.3835,479,12.43,99.761,36.5,2,6322,4.364,-0.12,1.131,1.074,0
"2042","K03120.01","Kepler-1433 b","CONFIRMED",4.13592271,0.0797,2.789,162,0.011672,1.65579,1.33,0.0523,1215,515.81,11.44,15.1,1,6164,4.446,-0.02,1.045,1.109,0
"123","K00172.02","Kepler-69 c","CONFIRMED",242.46712,0.583,12.549,316,0.016852,0.59849,1.74,0.7106,286,1.59,123,20.7,2,5637,4.399,-0.3,0.943,0.813,1
"698","K00775.01","Kepler-52 c","CONFIRMED",16.38485646,0.0953,2.9708,1170,0.030644,5.69801,1.81,0.1041,392,5.56,43.24,37.3,3,3898,4.721,-0.09,0.54,0.56,0
"1456","K01970.01","Kepler-344 b","CONFIRMED",21.96399084,0.0328,2.7177,772,0.025268,9.93205,2.64,0.1503,643,40.41,63.27,28,2,5774,4.447,-0.1,0.958,0.937,0
"1799","K02482.01","Kepler-1251 b","CONFIRMED",45.0904643,0.1046,3.905,436,0.018969,6.65298,1.86,0.2478,487,13.27,89.4,16.1,1,5790,4.528,-0.02,0.9,0.998,0
"445","K01871.01",NA,"CANDIDATE",92.7296775,0.1434,6.348,1280,0.031487,3.25884,2.15,0.3482,267,1.21,113.99,42.3,2,4528,4.663,-0.3,0.624,0.651,1
"1374","K01875.02","Kepler-990 c","CONFIRMED",0.538354308,0.1093,1.4801,198,0.012927,1.52952,1.31,0.0128,2233,5882.38,2.862,47.6,2,5953,4.485,-0.24,0.926,0.957,0
"286","K00343.02","Kepler-142 b","CONFIRMED",2.024145594,0.4997,2.5008,242,0.014564,0.77079,1.98,0.0306,1610,1587.5,5.51,87.2,3,5726,4.219,-0.06,1.243,0.933,0
"1564","K02094.02","Kepler-1090 b","CONFIRMED",198.680179,0.3376,8.287,774,0.025382,2.67261,2.51,0.619,288,1.63,177.3,18.9,2,5403,4.427,-0.14,0.906,0.8,0
"66","K00117.04","Kepler-107 d","CONFIRMED",7.95830216,0.1553,4.384,58.3,0.00694,0.78668,1.07,0.0813,1075,315.94,13.81,19.3,4,5851,4.192,0.27,1.411,1.142,0
"603","K00685.01","Kepler-644 b","CONFIRMED",3.173917103,0.0609,3.5066,316,0.016354,0.65519,2.95,0.0469,1686,1912.28,7.03991,83.6,1,6440,4.136,0.16,1.653,1.365,0
"418","K00505.03","Kepler-169 b","CONFIRMED",3.25058053,0.2259,2.161,199,0.012646,2.62345,1.3,0.0407,1096,341.13,11.36,22.9,5,5173,4.422,0.26,0.939,0.85,0
"1584","K02114.01","Kepler-1105 b","CONFIRMED",4.421572182,0.7437,2.0749,717,0.026805,1.49364,1.92,0.0461,697,55.8,11.56,33.2,1,4189,4.629,0.22,0.656,0.668,0
"2260","K05416.01","Kepler-1628 b","CONFIRMED",76.378033,0.6067,4.952,14300,0.113193,4.31349,7.24,0.2956,241,0.79,110,37.6,1,3877,4.673,0.21,0.586,0.589,0
"293","K00352.01","Kepler-143 c","CONFIRMED",27.08247084,0.787,4.736,428,0.020846,0.592,2.36,0.1759,644,40.58,28.4,42.5,2,6010,4.401,-0.16,1.037,0.987,0
"1948","K02812.01","Kepler-1354 b","CONFIRMED",76.613377,0.7571,9.762,500,0.022243,0.22525,2.48,0.3522,463,10.9,41.2,28.4,1,6170,4.416,-0.28,1.021,0.989,0
"2061","K03255.01","Kepler-437 b","CONFIRMED",66.6505482,0.0528,5.618,511,0.020124,3.35227,1.37,0.2737,294,1.78,92.33,27,1,4427,4.639,-0.32,0.622,0.615,0
"11491","K01486.01","Kepler-302 c","CONFIRMED",127.2824031,0.8224,7.1515,8830,0.096681,1.1211,9.32,0.4902,352,3.61,98.65,138.8,2,5938,4.532,-0.24,0.883,0.966,0
"45","K00098.01","Kepler-14 b","CONFIRMED",6.790121599,0.0205,6.1391,2250,0.053899,0.29161,12.21,0.0787,1445,1029.51,8.9241,1107.7,1,6378,3.952,-0.02,2.075,1.391,0
"780","K00869.01","Kepler-245 b","CONFIRMED",7.49017229,0.0643,2.7576,1210,0.031177,3.28779,2.98,0.0697,821,107.48,21.36,60.1,4,5257,4.46,-0.02,0.874,0.804,0
"314","K00392.02","Kepler-147 b","CONFIRMED",12.6109708,0.5916,4.659,96.4,0.009344,0.57684,1.29,0.1095,899,154.6,16.93,11.9,2,6010,4.279,0.08,1.26,1.1,0
"1146","K01478.01","Kepler-858 b","CONFIRMED",76.13602028,0.011,7.9602,2980,0.049278,1.47064,5.41,0.3355,425,7.72,76.667,364,1,5565,4.371,-0.06,1.006,0.868,0
"576","K00661.02","Kepler-204 c","CONFIRMED",25.661658,0.2934,4.385,169,0.012017,2.33315,1.36,0.1699,665,46.1,43.3,15,2,6095,4.402,-0.22,1.038,0.992,0
"1900","K07136.01",NA,"CANDIDATE",441.17369,0.3151,14.82,702,0.024204,1.05781,2.27,1.1175,217,0.52,222,11.5,1,5610,4.551,0,0.858,0.953,1
"1869","K07040.01",NA,"CANDIDATE",502.20642,0.9802,9.39,448,0.027256,0.14869,2.18,1.1522,212,0.48,125.6,7.1,1,6018,4.615,-0.98,0.733,0.807,1
"367","K00456.02","Kepler-160 b","CONFIRMED",4.30920108,0.1058,1.052,417,0.018836,32.52435,1.78,0.0498,1078,319.22,31.7,31.6,2,5857,4.51,-0.36,0.867,0.887,0
"411","K00500.03","Kepler-80 d","CONFIRMED",3.072149196,0.6555,1.9974,500,0.021529,1.58142,1.34,0.0347,722,64.33,9.24,40,5,4040,4.697,-0.14,0.57,0.59,0
"1465","K01978.01","Kepler-346 b","CONFIRMED",6.51111985,0.3789,1.5905,713,0.024817,11.79405,2.71,0.0698,1008,243.67,29.8,37.7,2,6032,4.465,-0.02,1.001,1.065,0
"721","K00801.01","Kepler-685 b","CONFIRMED",1.6255222,0.0015,2.38785,8680,0.084375,1.30794,9.74,0.0272,1572,1443.75,5.6742,832.2,1,5717,4.394,0.18,1.057,1.01,0
"349","K00435.06","Kepler-154 f","CONFIRMED",9.91935684,0.7983,4.24,185,0.013894,0.27049,1.26,0.0878,806,99.85,11.21,21.1,5,5937,4.559,-0.4,0.832,0.916,0
"1041","K01301.02","Kepler-284 c","CONFIRMED",37.5140693,0.6545,5.345,1040,0.031058,1.0484,2.8,0.2125,489,13.46,42.7,28.4,2,5614,4.561,-0.14,0.827,0.908,0
"1803","K02485.02","Kepler-1254 c","CONFIRMED",3.60084276,0.3699,1.981,307,0.015976,3.32192,1.32,0.0425,954,196.13,13.16,18.8,3,5130,4.579,-0.12,0.756,0.79,0
"154","K00217.01","Kepler-71 b","CONFIRMED",3.905081985,0.0053,2.85516,22700,0.135684,2.08224,13.14,0.0485,1046,282.59,11.8844,1882.4,1,5543,4.54,0.21,0.887,0.997,0
"1489","K02011.02","Kepler-348 c","CONFIRMED",17.2654644,0.4984,5.167,77.1,0.00827,0.71185,1.07,0.139,824,108.97,22.39,14.7,2,6395,4.369,0.02,1.186,1.198,0
"1704","K06343.01",NA,"CANDIDATE",569.45154,0.206,13.15,400,0.018407,2.09393,1.9,1.3564,225,0.61,329.9,9.9,1,6117,4.496,-0.22,0.947,1.025,1
"578","K00663.01","Kepler-205 b","CONFIRMED",2.755637103,0.6227,1.8503,546,0.022359,1.97675,1.17,0.0307,669,47.27,9.26,99.7,2,3834,4.783,-0.25,0.48,0.51,0
"1190","K01563.01","Kepler-305 b","CONFIRMED",5.48711079,0.7611,2.9031,1580,0.039932,0.68028,3.5,0.0557,855,126.43,10.27,51.1,4,5106,4.511,-0.08,0.803,0.763,0
"1006","K01221.01","Kepler-278 b","CONFIRMED",30.159863,0.7543,7.788,174,0.013186,0.16712,4.23,0.2068,829,111.86,20.03,33.3,2,4991,3.615,0.28,2.935,1.298,0
"1604","K02147.01","Kepler-362 c","CONFIRMED",37.8658982,0.8432,4.948,420,0.021232,0.50496,1.68,0.2054,479,12.44,33.7,26.8,2,5776,4.622,-0.72,0.726,0.807,0
"631","K00710.01","Kepler-217 b","CONFIRMED",5.37493491,0.0376,3.9617,154,0.011491,0.75645,1.81,0.0676,1377,849.39,10.493,49.7,3,6765,4.276,0.21,1.439,1.426,0
"171","K00235.01","Kepler-499 b","CONFIRMED",5.632528453,0.5509,2.153,654,0.02397,3.06979,2.1,0.0598,841,118.31,17.27,74.5,1,5210,4.583,0.14,0.801,0.895,0
"1658","K02220.01","Kepler-374 c","CONFIRMED",3.28280266,0.202,3.2436,146,0.011114,0.79645,1.09,0.0416,1226,533.9,7.68,23.5,4,5975,4.48,-0.44,0.9,0.891,0
"1866","K02649.01","Kepler-1303 b","CONFIRMED",7.56127224,0.1147,2.938,197,0.012788,2.56621,1.25,0.0751,891,149.17,19.79,16.2,1,5853,4.529,-0.1,0.895,0.99,0
"1710","K02311.03","Kepler-1185 b","CONFIRMED",104.3518976,0.0482,3.586,237,0.013952,19.83275,1.44,0.4425,371,4.46,225.2,16.3,1,5754,4.514,0.21,0.943,1.061,0
"1806","K02488.01","Kepler-1256 b","CONFIRMED",12.4127754,0.6519,4.369,108,0.01004,0.57834,1.4,0.1097,972,211.28,16.76,19.8,1,6453,4.281,-0.18,1.28,1.141,0
"2046","K03131.01","Kepler-1437 b","CONFIRMED",10.9295461,0.4473,6.062,221,0.013834,0.31305,1.32,0.0954,773,84.19,12.55,13.9,1,5796,4.544,-0.12,0.871,0.966,0
"1352","K01848.01","Kepler-978 b","CONFIRMED",49.6221509,0.9286,7.093,491,0.024681,0.09556,2.75,0.2682,539,19.89,23.2,56.5,1,6264,4.44,-0.24,1.019,1.036,0
"1601","K02144.01","Kepler-1118 b","CONFIRMED",38.6715075,0.7781,5.567,648,0.025633,0.5646,2.56,0.2079,502,15.03,35.5,24.7,1,5432,4.42,-0.16,0.913,0.801,0
"671","K00740.01","Kepler-659 b","CONFIRMED",17.671796,0.6682,3.2554,1010,0.030615,2.08906,2.33,0.1205,516,16.75,32.6,38.4,1,4867,4.626,-0.16,0.696,0.753,0
"1621","K02167.01","Kepler-1129 b","CONFIRMED",24.3397804,0.5363,3.292,789,0.026607,3.86037,2.98,0.1631,690,53.59,49.4,27.6,2,6240,4.406,-0.38,1.025,0.975,0
"48","K00107.01","Kepler-464 b","CONFIRMED",7.256965224,0.0022,4.8639,462,0.019494,0.56579,3.38,0.0778,1167,439.18,11.6351,168.8,1,5862,4.113,0.27,1.586,1.201,0
"1927","K02747.01","Kepler-1335 b","CONFIRMED",6.26406846,0.1206,2.442,412,0.018068,3.75122,1.61,0.0615,809,101.27,19.82,21.4,1,5032,4.511,0.08,0.817,0.789,0
"2252","K04745.01","Kepler-443 b","CONFIRMED",177.669112,0.2937,8.769,924,0.027215,2.1194,2.2,0.5724,246,0.86,152.4,11.4,1,4907,4.599,0.04,0.739,0.791,1
"1827","K02541.01","Kepler-391 b","CONFIRMED",7.41680902,0.6017,7.12,69.7,0.007908,0.09357,2.21,0.0816,1300,675.25,6.48,18.9,2,5267,3.742,0.02,2.555,1.315,0
"264","K00316.01","Kepler-139 b","CONFIRMED",15.77111583,0.0127,5.0536,537,0.020826,1.09708,2.73,0.1249,768,82.18,24.343,109.8,3,5616,4.298,0.4,1.2,1.044,0
"1234","K01612.01","Kepler-408 b","CONFIRMED",2.465026158,0.4582,1.231,30.6,0.005198,8.01283,0.7,0.0366,1558,1391.8,13.7,28.4,1,6104,4.293,-0.2,1.225,1.079,0
"1507","K05276.01",NA,"CANDIDATE",220.719361,0.1081,8.056,1040,0.028901,3.81479,2.2,0.6506,235,0.72,214.2,11.2,1,5139,4.627,-0.34,0.698,0.755,1
"408","K00499.01","Kepler-579 b","CONFIRMED",9.66857723,0.2078,2.3709,429,0.018662,6.07188,1.7,0.0854,730,67.06,31.07,35.4,1,5288,4.541,0.1,0.836,0.884,0
"229","K00283.02","Kepler-131 c","CONFIRMED",25.5170646,0.4658,5.141,63.1,0.007384,1.12942,0.77,0.1736,600,30.65,33.9,21.2,3,5791,4.505,0.21,0.958,1.071,0
"267","K00318.01","Kepler-522 b","CONFIRMED",38.58422849,0.0098,10.3683,1240,0.032303,0.32134,4.76,0.2425,652,42.78,29.3523,199.5,1,6267,4.283,0.28,1.35,1.279,0
"395","K00483.01","Kepler-571 b","CONFIRMED",4.798599388,0.3144,2.9979,866,0.026937,1.40966,2.49,0.0544,980,217.77,11.97,87.5,1,5632,4.553,-0.08,0.846,0.932,0
"2077","K03303.01","Kepler-1461 b","CONFIRMED",29.3494775,0.4344,4.207,739,0.024865,2.65917,1.96,0.1709,452,9.9,49.5,20.8,1,4986,4.607,-0.12,0.723,0.773,0
"1292","K01751.01","Kepler-949 b","CONFIRMED",8.689307296,0.2037,2.5913,1190,0.030959,4.35145,3.03,0.0774,782,88.24,25.9,74.6,2,5211,4.447,0.08,0.895,0.817,0
"1373","K01875.01","Kepler-990 b","CONFIRMED",9.91723428,0.8058,3.2597,478,0.022233,0.6042,2.25,0.089,847,121.67,14.65,38.2,2,5953,4.485,-0.24,0.926,0.957,0
"163","K00226.01","Kepler-496 b","CONFIRMED",8.30864937,0.0993,3.221,862,0.026368,2.23847,1.97,0.0732,700,56.78,20.14,71.7,1,5188,4.645,-0.4,0.685,0.761,0
"1975","K02869.01","Kepler-1375 b","CONFIRMED",3.3004192,0.2502,4.498,98.8,0.00918,0.29134,1.21,0.0445,1442,1022.14,5.515,26.6,1,6277,4.306,-0.1,1.207,1.073,0
"1885","K02693.01","Kepler-398 b","CONFIRMED",4.081411491,0.836,2.2929,163,0.013541,0.54794,0.97,0.0444,764,80.42,7.84,39.3,3,4494,4.644,-0.04,0.659,0.698,0
"178","K00241.02","Kepler-124 d","CONFIRMED",30.9507608,0.5985,4.182,341,0.017532,1.98949,1.26,0.1733,446,9.38,46.5,23.5,3,5196,4.662,-0.54,0.657,0.724,0
"607","K00692.01","Kepler-213 b","CONFIRMED",2.462342175,0.0293,1.8036,184,0.012353,3.68487,1.21,0.0356,1290,654.26,10.57,42.5,2,5822,4.529,-0.06,0.898,0.994,0
"2002","K02977.02","Kepler-1398 c","CONFIRMED",4.13827595,0.7654,3.449,62.2,0.007873,0.24713,0.84,0.0508,1211,507.63,6.07,17.2,2,6245,4.463,-0.3,0.981,1.015,0
"518","K00590.01","Kepler-193 b","CONFIRMED",11.38839971,0.0759,3.6307,457,0.01968,2.112,2.44,0.1058,917,167.32,24.374,41.8,2,6343,4.411,0.07,1.137,1.213,0
"1029","K01278.03","Kepler-282 b","CONFIRMED",9.2206889,0.1747,4.569,137,0.010781,0.80622,1.04,0.0852,868,134.48,15.36,11.4,4,6102,4.528,-0.38,0.887,0.968,0
"316","K00398.01","Kepler-148 d","CONFIRMED",51.84688575,0.6563,4.7788,10300,0.097849,2.73161,8.95,0.2623,416,7.05,72.95,280.4,3,5271,4.543,0.14,0.838,0.893,0
"1027","K01278.01","Kepler-282 d","CONFIRMED",24.80568031,0.1259,6.1513,665,0.02374,0.94311,2.3,0.1648,624,35.94,31.3,37.9,4,6102,4.528,-0.38,0.887,0.968,0
"1486","K02007.02","Kepler-1050 c","CONFIRMED",21.1284569,0.1658,3.789,176,0.012161,3.26278,1.4,0.1516,707,59.12,42.54,23.3,2,6086,4.411,-0.08,1.052,1.037,0
"494","K00572.02","Kepler-187 b","CONFIRMED",4.93886507,0.3804,4.372,128,0.010501,0.4131,1.26,0.0547,1175,451.27,8.11,21.3,2,5945,4.308,-0.34,1.099,0.896,0
"691","K00762.01","Kepler-666 b","CONFIRMED",4.49876092,0.0463,3.8308,519,0.020882,0.72036,2.21,0.0542,1133,389.62,9.168,30.4,1,6075,4.486,-0.12,0.969,1.048,0
"75","K00125.01","Kepler-468 b","CONFIRMED",38.47875707,0.0154,5.05845,24200,0.14003,3.71454,13.44,0.2213,484,13.01,66.2465,1573.8,1,5510,4.539,0.16,0.879,0.973,0
"496","K00573.02","Kepler-188 b","CONFIRMED",2.061907358,0.1696,1.8687,230,0.013938,2.68246,1.66,0.0316,1562,1406.24,8.45,25.9,2,6020,4.356,-0.14,1.093,0.989,0
"275","K00331.01","Kepler-525 b","CONFIRMED",18.68404933,0.8496,6.907,397,0.02094,0.08757,3.64,0.1387,829,111.55,11.73,61.4,1,5546,4.042,0.14,1.592,1.019,0
"499","K00575.01","Kepler-606 b","CONFIRMED",24.31575992,0.6216,4.1383,664,0.024725,1.56577,2.78,0.1693,679,50.35,36.6,40.9,1,6241,4.45,-0.14,1.031,1.088,0
"1821","K02529.01","Kepler-436 c","CONFIRMED",16.79713874,0.0491,3.238,1160,0.030499,4.5519,1.7,0.1026,423,7.58,40.79,21.6,2,4299,4.728,-0.96,0.511,0.508,0
"1360","K01860.01","Kepler-416 b","CONFIRMED",6.31942727,0.0458,3.2023,598,0.022347,1.73298,2.62,0.0669,1057,294.92,15.409,68.5,4,5977,4.375,-0.1,1.075,0.999,0
"882","K00952.03","Kepler-32 d","CONFIRMED",22.78076945,0.0684,3.2438,2210,0.041898,6.32674,2.29,0.1265,327,2.7,55.78,48.7,5,3727,4.756,0.04,0.5,0.52,0
"2245","K04585.01","Kepler-1616 b","CONFIRMED",6.76284377,0.1156,5.872,56.7,0.006955,0.28392,0.88,0.074,1138,395.94,8.821,15.6,1,6528,4.384,-0.16,1.155,1.177,0
"1112","K01422.05","Kepler-296 e","CONFIRMED",34.14189,0.4093,3.011,852,0.026852,8.80829,1.08,0.1492,244,0.84,81.6,14,5,3517,4.881,-0.07,0.37,0.38,1
"1268","K01702.01","Kepler-1650 b","CONFIRMED",1.538181528,0.1486,1.1027,938,0.026534,10.18602,0.75,0.0163,582,27.14,10.84,45.4,1,3304,4.993,0,0.26,0.242,0
"835","K00908.01","Kepler-720 b","CONFIRMED",4.708326542,0.0078,3.17455,8680,0.084004,1.58713,11.1,0.0539,1162,431.02,12.2979,647.9,1,5560,4.246,0.14,1.21,0.94,0
"1793","K02466.01","Kepler-388 b","CONFIRMED",3.17323306,0.2219,2.0157,215,0.013094,3.16904,0.91,0.0362,830,112.21,11.9,20.5,2,4500,4.632,-0.32,0.633,0.626,0
"266","K00317.01","Kepler-521 b","CONFIRMED",22.20813214,0.1704,7.3225,465,0.019975,0.48567,3.71,0.1655,940,184.67,23.31,93.8,1,6652,4.065,-0.32,1.699,1.225,0
"1905","K02715.01","Kepler-1321 b","CONFIRMED",11.12830484,0.7086,2.7717,7640,0.085957,2.46021,6.63,0.0882,547,21.2,25.3,67,3,4385,4.608,0.38,0.706,0.736,0
"840","K00912.02","Kepler-252 b","CONFIRMED",6.66834872,0.3051,1.912,429,0.018574,7.39154,1.2,0.0588,588,28.25,25.9,14.3,2,4208,4.681,-0.19,0.59,0.61,0
"1073","K01342.02","Kepler-825 c","CONFIRMED",8.1818246,0.085,2.4596,306,0.016141,4.81885,1.71,0.0759,981,218.9,25.74,27.5,2,6224,4.404,-0.72,0.969,0.868,0
"194","K00250.04","Kepler-26 e","CONFIRMED",46.827714,0.162,1.9023,1680,0.036476,61.55369,2.11,0.2085,273,1.32,192.5,29.9,4,3887,4.73,-0.08,0.53,0.55,1
"872","K00941.03","Kepler-257 d","CONFIRMED",24.66459711,0.8222,2.97,2620,0.053368,2.26936,5.67,0.1582,568,24.53,41.8,91.2,3,5188,4.4,0.32,0.973,0.868,0
"509","K00582.03","Kepler-191 b","CONFIRMED",9.93967857,0.166,2.961,301,0.015583,3.25127,1.34,0.0867,701,57.1,25.7,19.5,3,5275,4.59,0,0.787,0.883,0
"1376","K01877.01","Kepler-992 b","CONFIRMED",20.16034462,0.8887,3.8215,336,0.020243,0.38459,3.78,0.1423,767,81.88,20.22,46.7,1,5017,3.947,0.2,1.71,0.943,0
"17811","K02442.02","Kepler-386 b","CONFIRMED",12.3102846,0.2268,3.624,297,0.015528,2.11687,1.26,0.0956,638,39.15,25.69,13.7,2,5177,4.578,-0.22,0.746,0.77,0
"1801","K02484.01","Kepler-1253 b","CONFIRMED",68.8861915,0.5161,5.95,145,0.011343,1.81467,1.25,0.3094,478,12.34,76.9,21.7,1,5995,4.348,-0.58,1.011,0.832,0
"436","K00518.01","Kepler-174 b","CONFIRMED",13.98177228,0.0661,2.9526,1060,0.028932,4.9616,1.88,0.095,507,15.58,37.15,97.9,3,4590,4.655,-0.64,0.595,0.583,0
